Source,Target
138042735,295915858
138042735,295936654
138042735,296167808
138042735,296983068
138042735,297936126
138042735,298585997
138042735,304131477
138042735,305878174
138042735,305940684
138042735,306898067
138042735,314015084
138042735,314455213
138042735,317052723
138042735,317193916
138042735,320647191
138042735,322346619
138042735,324333513
138042735,325923129
138042735,328140799
138042735,333355234
138042735,334210637
138042735,334426633
138042735,336085932
138042735,338770471
138042735,341839918
138042735,344920554
138042735,346541473
138042735,347407307
138042735,350232910
138042735,355368871
138042735,358079339
138042735,360504407
138042735,361136145
138042735,362297164
138042735,363642605
138042735,364260641
138042735,369456311
138042735,372088753
138042735,375234445
138042735,377014521
138042735,378683810
138042735,390866288
138042735,396507830
138042735,409597394
138042735,414801606
138042735,419018129
138042735,423421534
138042735,426908461
138042735,428845529
138042735,428913091
138042735,433639998
138042735,436802639
138042735,441449261
138042735,443369519
138042735,443817937
138042735,444875452
138042735,448741305
138042735,462161361
138042735,468540807
138042735,469384873
138042735,470180439
138042735,481952692
138042735,482128034
138042735,482710061
138042735,490617289
138042735,491490473
138042735,494790427
138042735,494948043
138042735,499494385
138042735,503722395
138042735,508317865
138042735,509478769
138042735,511466286
138042735,521379316
138042735,533005887
138042735,534302738
138042735,538726774
138042735,541381427
138042735,543497227
138042735,557501287
138042735,559352795
138042735,560150257
138042735,563575751
138042735,568914330
138042735,573061361
138042735,573920792
138042735,574292531
138042735,578726389
138042735,584020540
138042735,590334450
138042735,592191478
138042735,601871413
138042735,625779703
138042735,629509051
138042735,651486794
138042735,651907975
138042735,659574592
138042735,678636250
138042735,688236104
138042735,710532658
138042735,712362778
138042735,714687715
138042735,758823759
138042735,781539972
138042735,26209017
138042735,17684
138042735,50441
138042735,113646
138042735,132361
138042735,143793
138042735,153502
138042735,223253
138042735,281215
138042735,318276
138042735,324393
138042735,332114
138042735,334813
138042735,394289
138042735,422417
138042735,442188
138042735,527370
138042735,533372
138042735,543041
138042735,564451
138042735,722450
138042735,769269
138042735,861253
138042735,864746
138042735,939963
138042735,950292
138042735,1018790
138042735,1021974
138042735,1042678
138042735,1043186
138042735,1059873
138042735,1106654
138042735,1114514
138042735,1149870
138042735,1171097
138042735,1217824
138042735,1237297
138042735,1244404
138042735,1276802
138042735,1434470
138042735,1560169
138042735,1769552
138042735,1935782
138042735,1980620
138042735,1981234
138042735,1987506
138042735,2062956
138042735,2088589
138042735,2115616
138042735,2134768
138042735,2224587
138042735,2233197
138042735,2251264
138042735,2297435
138042735,2396823
138042735,2538842
138042735,2604924
138042735,2605873
138042735,2685873
138042735,2700756
138042735,2737431
138042735,2824161
138042735,2854799
138042735,2895372
138042735,2916489
138042735,2939937
138042735,2983762
138042735,3112966
138042735,3118284
138042735,3133754
138042735,3156218
138042735,3211509
138042735,3272660
138042735,3287711
138042735,3331727
138042735,3356557
138042735,3377994
138042735,3586369
138042735,3590309
138042735,3622987
138042735,3646778
138042735,3662450
138042735,3752816
138042735,3753311
138042735,3758073
138042735,3830177
138042735,3862128
138042735,3939051
138042735,3939334
138042735,3948030
138042735,3988494
138042735,4022499
138042735,4038263
138042735,4056595
138042735,4072265
138042735,4072609
138042735,4073244
138042735,4073338
138042735,4073973
138042735,4082828
138042735,4135734
138042735,4246860
138042735,4262714
138042735,4270474
138042735,4307409
138042735,4353685
138042735,4432114
138042735,4450895
138042735,4676856
138042735,4705328
138042735,4740368
138042735,4775457
138042735,4804341
138042735,4819457
138042735,5036818
138042735,5072041
138042735,5130136
138042735,5166472
138042735,5188340
138042735,5244254
138042735,5382801
138042735,5412544
138042735,5474323
138042735,5476929
138042735,5492425
138042735,5515222
138042735,5568159
138042735,5600507
138042735,5846872
138042735,5925815
138042735,5935078
138042735,5958999
138042735,6001840
138042735,6067891
138042735,6124861
138042735,6442478
138042735,6576138
138042735,6635117
138042735,6701061
138042735,6723215
138042735,6765944
138042735,6773586
138042735,6787216
138042735,6807824
138042735,6872899
138042735,7027831
138042735,7156196
138042735,7160404
138042735,7273636
138042735,7369653
138042735,7447628
138042735,7520459
138042735,7660747
138042735,7718710
138042735,7762385
138042735,7836652
138042735,7867239
138042735,7956389
138042735,8034987
138042735,8064488
138042735,8116023
138042735,8220863
138042735,8471399
138042735,8599024
138042735,8636230
138042735,8750063
138042735,8771091
138042735,8803899
138042735,8818376
138042735,8874975
138042735,8886695
138042735,8887608
138042735,8904844
138042735,8956418
138042735,9023601
138042735,9031867
138042735,9243987
138042735,9347728
138042735,9365729
138042735,9417209
138042735,9443255
138042735,9455179
138042735,9518213
138042735,9533509
138042735,9540600
138042735,9590922
138042735,9716544
138042735,9742040
138042735,9745968
138042735,9841945
138042735,9863674
138042735,10004195
138042735,10068574
138042735,10077436
138042735,10195115
138042735,10215309
138042735,10223451
138042735,10347034
138042735,10558758
138042735,10684002
138042735,10684891
138042735,10945289
138042735,11063781
138042735,11066136
138042735,11083679
138042735,11144720
138042735,11189312
138042735,11208261
138042735,11241122
138042735,11253351
138042735,11572942
138042735,11607927
138042735,11674308
138042735,11843358
138042735,11864652
138042735,12003594
138042735,12062476
138042735,12063431
138042735,12080904
138042735,12173446
138042735,12224292
138042735,12313172
138042735,12430540
138042735,12453582
138042735,12530218
138042735,12620737
138042735,12643988
138042735,12747335
138042735,12807964
138042735,12862260
138042735,12954876
138042735,12979330
138042735,13142848
138042735,13222119
138042735,13449723
138042735,13642573
138042735,13718490
138042735,13731038
138042735,13837448
138042735,13890103
138042735,14029587
138042735,14188124
138042735,14409846
138042735,14528262
138042735,14562300
138042735,14621741
138042735,14782673
138042735,14865572
138042735,15024248
138042735,15105065
138042735,15576679
138042735,15658401
138042735,15710139
138042735,15742733
138042735,15784731
138042735,15785915
138042735,15785977
138042735,15811865
138042735,15819864
138042735,15946055
138042735,16001570
138042735,16004985
138042735,16050414
138042735,16122177
138042735,16162648
138042735,16247568
138042735,16269466
138042735,16355412
138042735,16541583
138042735,16544488
138042735,16587335
138042735,16588381
138042735,16644311
138042735,16841159
138042735,16912263
138042735,17045348
138042735,17056357
138042735,17115502
138042735,17202172
138042735,17207731
138042735,17293633
138042735,17555726
138042735,17661984
138042735,17718927
138042735,17777465
138042735,17840452
138042735,18025750
138042735,18154825
138042735,18241640
138042735,18286698
138042735,18392399
138042735,18402024
138042735,18449578
138042735,18604165
138042735,18631513
138042735,18720771
138042735,18728937
138042735,18895665
138042735,19243055
138042735,19320059
138042735,19324618
138042735,19346155
138042735,19422121
138042735,19511151
138042735,19540127
138042735,19879270
138042735,20146700
138042735,20190394
138042735,20204760
138042735,20424643
138042735,20464714
138042735,20619805
138042735,20710595
138042735,20804667
138042735,20807867
138042735,20842791
138042735,21183086
138042735,21189902
138042735,21243672
138042735,21428640
138042735,21444536
138042735,21616042
138042735,21811589
138042735,22067514
138042735,22093680
138042735,22305978
138042735,22345768
138042735,22365555
138042735,22410087
138042735,22497493
138042735,22687881
138042735,22689760
138042735,22805568
138042735,22909660
138042735,23074654
138042735,23232445
138042735,23255493
138042735,23453213
138042735,23487090
138042735,23569282
138042735,24094118
138042735,24160926
138042735,24195189
138042735,24407797
138042735,24424008
138042735,24438774
138042735,24455965
138042735,24487876
138042735,24525812
138042735,24668057
138042735,25014856
138042735,25158642
138042735,25246345
138042735,25535300
138042735,25591687
138042735,25673610
138042735,25772339
138042735,25905868
138042735,26258480
138042735,26258710
138042735,26260454
138042735,26724343
138042735,26725990
138042735,26782640
138042735,26885295
138042735,26965054
138042735,27272734
138042735,27357085
138042735,27445686
138042735,27494755
138042735,27577695
138042735,27582300
138042735,27732547
138042735,27753904
138042735,27773291
138042735,28032086
138042735,28159156
138042735,28306124
138042735,28585164
138042735,28587218
138042735,28844435
138042735,28863706
138042735,29258497
138042735,29353518
138042735,29358038
138042735,29688126
138042735,29696147
138042735,29781599
138042735,29917144
138042735,30013103
138042735,30178610
138042735,30292443
138042735,30515663
138042735,31445689
138042735,31612506
138042735,31770395
138042735,32013198
138042735,32242170
138042735,32473962
138042735,32767345
138042735,32841574
138042735,33038613
138042735,33081072
138042735,33204335
138042735,33229448
138042735,33503927
138042735,33515597
138042735,33764434
138042735,33802117
138042735,33847432
138042735,33873445
138042735,33935269
138042735,34031154
138042735,34165378
138042735,34298949
138042735,34460840
138042735,34553315
138042735,34572582
138042735,34641300
138042735,34711866
138042735,34833587
138042735,35002854
138042735,35079435
138042735,35274111
138042735,35355385
138042735,35719951
138042735,35834452
138042735,35839401
138042735,35961083
138042735,36008588
138042735,36142878
138042735,36144336
138042735,36773873
138042735,36929848
138042735,37024539
138042735,37231738
138042735,37391631
138042735,37591260
138042735,38056534
138042735,38160355
138042735,38361812
138042735,38476397
138042735,38595716
138042735,38679570
138042735,38777942
138042735,38793970
138042735,39102240
138042735,39275081
138042735,39376725
138042735,39489515
138042735,39582847
138042735,39670971
138042735,39879221
138042735,40141364
138042735,40177925
138042735,40222403
138042735,40336145
138042735,40597685
138042735,40693739
138042735,40738082
138042735,40823398
138042735,41047331
138042735,41086989
138042735,41165235
138042735,41471144
138042735,41571015
138042735,41610992
138042735,41694084
138042735,41793199
138042735,41831453
138042735,41917697
138042735,42245302
138042735,42260362
138042735,42275886
138042735,42303832
138042735,42504123
138042735,42527631
138042735,42611632
138042735,42805258
138042735,42959450
138042735,43004218
138042735,43036870
138042735,43260899
138042735,43286800
138042735,43413394
138042735,43595162
138042735,43754164
138042735,43864714
138042735,44148500
138042735,44220841
138042735,44368180
138042735,44811398
138042735,44815344
138042735,44920423
138042735,45232466
138042735,45787677
138042735,46051460
138042735,46180398
138042735,46285862
138042735,46448304
138042735,46542621
138042735,46773630
138042735,46793829
138042735,47020920
138042735,47260154
138042735,47356433
138042735,47778135
138042735,47857841
138042735,48224223
138042735,49560274
138042735,49814723
138042735,49855285
138042735,50425074
138042735,50463445
138042735,50500611
138042735,50529875
138042735,50540843
138042735,50547106
138042735,50672119
138042735,50719424
138042735,51791420
138042735,51886003
138042735,51921072
138042735,52012223
138042735,52195851
138042735,52488170
138042735,52598974
138042735,52686254
138042735,54038666
138042735,54230180
138042735,54237018
138042735,54342822
138042735,54429785
138042735,54473740
138042735,54474861
138042735,54488621
138042735,54710292
138042735,55146165
138042735,55745988
138042735,55772385
138042735,56074897
138042735,56128493
138042735,56287400
138042735,56305713
138042735,56308823
138042735,56339323
138042735,56340042
138042735,56463316
138042735,56873236
138042735,56886776
138042735,56891693
138042735,57003936
138042735,57004935
138042735,57132385
138042735,57298206
138042735,57451121
138042735,58086906
138042735,58171788
138042735,58172669
138042735,58302057
138042735,58417210
138042735,58716688
138042735,58891013
138042735,58973598
138042735,59102610
138042735,59113769
138042735,59510839
138042735,59602927
138042735,59691062
138042735,59729233
138042735,60497200
138042735,60504349
138042735,60720469
138042735,60758148
138042735,60760884
138042735,60832035
138042735,61448358
138042735,61452709
138042735,61459099
138042735,61501624
138042735,61602094
138042735,61641960
138042735,61894608
138042735,62036088
138042735,62127819
138042735,62224647
138042735,62342924
138042735,62560612
138042735,62681592
138042735,62902164
138042735,62930955
138042735,63066716
138042735,63133624
138042735,63403567
138042735,63626604
138042735,63785997
138042735,63949068
138042735,63949815
138042735,64373724
138042735,64437092
138042735,64500940
138042735,64512330
138042735,64631159
138042735,64693613
138042735,65160069
138042735,65301119
138042735,65410303
138042735,65686005
138042735,65752470
138042735,65795203
138042735,66007052
138042735,66546841
138042735,66596334
138042735,66679038
138042735,66928449
138042735,67661474
138042735,67916989
138042735,68328537
138042735,68574713
138042735,68651364
138042735,69124182
138042735,69136921
138042735,69154144
138042735,69627044
138042735,69775355
138042735,70503361
138042735,70703955
138042735,71123527
138042735,71142743
138042735,71436946
138042735,71546259
138042735,71912262
138042735,71916297
138042735,72056553
138042735,72637007
138042735,72818684
138042735,73037140
138042735,73350909
138042735,73361547
138042735,73573066
138042735,73841415
138042735,73992770
138042735,74447163
138042735,74731900
138042735,74803038
138042735,75042166
138042735,76281807
138042735,77408282
138042735,77488116
138042735,77630291
138042735,77939280
138042735,78013486
138042735,78023752
138042735,78791028
138042735,79287406
138042735,79437411
138042735,80082105
138042735,80270526
138042735,80403703
138042735,81077895
138042735,81547298
138042735,81782602
138042735,82031224
138042735,82136269
138042735,82931188
138042735,83161811
138042735,83436826
138042735,83865084
138042735,84034145
138042735,84238938
138042735,84399589
138042735,84611813
138042735,84901457
138042735,85965434
138042735,85970704
138042735,86167901
138042735,86209862
138042735,86239645
138042735,86500151
138042735,87125663
138042735,87135620
138042735,87278047
138042735,87353393
138042735,87500767
138042735,87608867
138042735,88166605
138042735,88404664
138042735,88736290
138042735,88895481
138042735,89185630
138042735,89440517
138042735,89465997
138042735,90131418
138042735,90135637
138042735,90214389
138042735,90356920
138042735,90518058
138042735,91082033
138042735,91397143
138042735,91563325
138042735,91669080
138042735,91817879
138042735,92037601
138042735,92385155
138042735,92579148
138042735,92748367
138042735,93112390
138042735,93117720
138042735,93228229
138042735,93271853
138042735,93719657
138042735,93814203
138042735,94022328
138042735,94269561
138042735,94297370
138042735,94325071
138042735,95184856
138042735,95455242
138042735,95610204
138042735,95864871
138042735,96122782
138042735,96271972
138042735,96345300
138042735,96554844
138042735,96607666
138042735,96739902
138042735,96836742
138042735,97330358
138042735,97404765
138042735,97482960
138042735,97531336
138042735,97543865
138042735,97634976
138042735,97671903
138042735,97777724
138042735,98076418
138042735,98337915
138042735,98708214
138042735,98781963
138042735,98851308
138042735,98984190
138042735,99017744
138042735,99032671
138042735,100094752
138042735,100128678
138042735,100166635
138042735,100444976
138042735,100803360
138042735,101099180
138042735,101705357
138042735,101838045
138042735,101885743
138042735,101894795
138042735,102046084
138042735,102229074
138042735,102337534
138042735,102549489
138042735,102639843
138042735,102733205
138042735,103110380
138042735,103480167
138042735,103973016
138042735,104313469
138042735,104381745
138042735,104502982
138042735,105368691
138042735,105993923
138042735,106110120
138042735,106303994
138042735,106999116
138042735,107168088
138042735,107180467
138042735,107181709
138042735,108047620
138042735,108220296
138042735,108735937
138042735,109025734
138042735,109273120
138042735,109433795
138042735,109443465
138042735,109725290
138042735,109825867
138042735,110486687
138042735,110527695
138042735,110752810
138042735,111209630
138042735,111212342
138042735,111419827
138042735,111474027
138042735,111853059
138042735,111881674
138042735,111935411
138042735,112138795
138042735,112304335
138042735,112549440
138042735,112888961
138042735,113631826
138042735,113778191
138042735,114163415
138042735,114219557
138042735,114619341
138042735,114690690
138042735,115149552
138042735,115731750
138042735,116526757
138042735,116586298
138042735,116920253
138042735,117143735
138042735,117159810
138042735,117402272
138042735,117477577
138042735,117641694
138042735,117777812
138042735,117885331
138042735,119155087
138042735,119202336
138042735,119479974
138042735,119682476
138042735,119908674
138042735,120061162
138042735,120082659
138042735,120173381
138042735,120358125
138042735,120392541
138042735,120566823
138042735,120640384
138042735,120706712
138042735,120780006
138042735,120783321
138042735,120869838
138042735,121533189
138042735,121825219
138042735,122182960
138042735,123102764
138042735,123708321
138042735,123978904
138042735,124250769
138042735,124393400
138042735,124703541
138042735,125532226
138042735,126087644
138042735,126924691
138042735,127751813
138042735,127897575
138042735,129100960
138042735,129918194
138042735,130739571
138042735,131352137
138042735,131485658
138042735,131514527
138042735,131692488
138042735,131917276
138042735,131930212
138042735,131973229
138042735,132047090
138042735,132128264
138042735,132230379
138042735,132314868
138042735,132394999
138042735,132456915
138042735,132568008
138042735,132706147
138042735,132738053
138042735,132924954
138042735,132943338
138042735,132944648
138042735,133075703
138042735,133112017
138042735,133301070
138042735,133403614
138042735,133464635
138042735,133644666
138042735,133702837
138042735,133938519
138042735,133995470
138042735,134241447
138042735,134422343
138042735,134491339
138042735,134491375
138042735,134686289
138042735,134696564
138042735,134768440
138042735,134783208
138042735,134803092
138042735,135034306
138042735,135180992
138042735,135392951
138042735,135500228
138042735,135627388
138042735,135766889
138042735,136035652
138042735,136083570
138042735,136094527
138042735,136203224
138042735,136228077
138042735,136317954
138042735,136336658
138042735,136517194
138042735,136891770
138042735,137002308
138042735,137061039
138042735,137073091
138042735,137084775
138042735,137114733
138042735,137404550
138042735,137543721
138042735,137547954
138042735,137724194
138042735,137984859
138042735,138042735
138042735,138475409
138042735,138748573
138042735,138808482
138042735,138887701
138042735,139105523
138042735,139357015
138042735,139387664
138042735,139550068
138042735,140040581
138042735,140050444
138042735,140122522
138042735,140336335
138042735,140336734
138042735,140339735
138042735,140616219
138042735,140718681
138042735,140750123
138042735,141899105
138042735,141980733
138042735,142042595
138042735,142114277
138042735,142116370
138042735,142136097
138042735,142425801
138042735,142511963
138042735,142528194
138042735,142852756
138042735,142875592
138042735,143056190
138042735,143354723
138042735,143586840
138042735,143827092
138042735,143869274
138042735,143940173
138042735,143995140
138042735,144069534
138042735,144341119
138042735,144427588
138042735,144644480
138042735,144660024
138042735,144929343
138042735,145119493
138042735,145529748
138042735,145588411
138042735,145640755
138042735,145752693
138042735,145963506
138042735,146026155
138042735,146040511
138042735,146241012
138042735,146605440
138042735,146657559
138042735,146752774
138042735,147183099
138042735,147200785
138042735,147255173
138042735,147270837
138042735,147354719
138042735,147460529
138042735,147467059
138042735,147562397
138042735,147591277
138042735,147675511
138042735,147681903
138042735,147707493
138042735,148135200
138042735,148241729
138042735,148381434
138042735,148435217
138042735,148885061
138042735,149037489
138042735,149267285
138042735,149409909
138042735,150269397
138042735,150298152
138042735,150395821
138042735,150463335
138042735,150581960
138042735,150629884
138042735,150646715
138042735,150682133
138042735,150721428
138042735,150866454
138042735,150957383
138042735,150965349
138042735,151290958
138042735,151512468
138042735,151550159
138042735,151626303
138042735,151661751
138042735,151814728
138042735,151884391
138042735,151963102
138042735,152073485
138042735,152153877
138042735,152156746
138042735,152176970
138042735,152195805
138042735,152246081
138042735,152291403
138042735,152474509
138042735,152620629
138042735,153144222
138042735,153154752
138042735,153287111
138042735,153444148
138042735,153568352
138042735,153792224
138042735,153852885
138042735,153853408
138042735,153855614
138042735,154007837
138042735,154084209
138042735,154084342
138042735,154108012
138042735,154150636
138042735,154484460
138042735,154640447
138042735,154895593
138042735,155152642
138042735,155419022
138042735,155459251
138042735,155499073
138042735,155763016
138042735,155799113
138042735,155880839
138042735,155887154
138042735,155948346
138042735,155977405
138042735,155992383
138042735,156064899
138042735,156075088
138042735,156201929
138042735,156707546
138042735,156863104
138042735,156924903
138042735,156986987
138042735,157032134
138042735,157057553
138042735,157345906
138042735,157346846
138042735,157351643
138042735,157380337
138042735,157484822
138042735,157519352
138042735,157699582
138042735,157742696
138042735,157776202
138042735,157789538
138042735,157937264
138042735,158111416
138042735,158398062
138042735,159340425
138042735,159456882
138042735,159486915
138042735,159628279
138042735,159823982
138042735,159829741
138042735,159888742
138042735,159905426
138042735,159925652
138042735,159938028
138042735,160601347
138042735,160770562
138042735,160882722
138042735,161179181
138042735,161205068
138042735,161299014
138042735,161552489
138042735,161782759
138042735,161820170
138042735,161840529
138042735,161966105
138042735,162029938
138042735,162041794
138042735,162122724
138042735,162305855
138042735,162309062
138042735,162687517
138042735,162704813
138042735,162890041
138042735,162900463
138042735,162905496
138042735,162975413
138042735,163026175
138042735,163069339
138042735,163127769
138042735,163202419
138042735,163289600
138042735,163670071
138042735,163859737
138042735,163879440
138042735,163939485
138042735,164083178
138042735,164161480
138042735,164403427
138042735,164522267
138042735,164536084
138042735,164666148
138042735,165233867
138042735,165312678
138042735,165601188
138042735,165934818
138042735,165935507
138042735,166375581
138042735,166504180
138042735,166508147
138042735,166579916
138042735,166762659
138042735,166780696
138042735,166808967
138042735,167154646
138042735,167201655
138042735,167427968
138042735,167502338
138042735,167707878
138042735,167713890
138042735,167802137
138042735,167829265
138042735,168020592
138042735,168207464
138042735,168252901
138042735,168354941
138042735,168491228
138042735,168630974
138042735,168872860
138042735,168938963
138042735,169214362
138042735,169523886
138042735,169585757
138042735,169613699
138042735,169707158
138042735,169850311
138042735,169859705
138042735,170229074
138042735,170270847
138042735,170432567
138042735,170453647
138042735,170586826
138042735,170665140
138042735,170720242
138042735,170951668
138042735,171369410
138042735,171485912
138042735,171500131
138042735,171857542
138042735,171876943
138042735,171993580
138042735,172110827
138042735,172122742
138042735,172273716
138042735,172665965
138042735,173040759
138042735,173646308
138042735,173675053
138042735,173744927
138042735,174042708
138042735,174047847
138042735,174084151
138042735,175203776
138042735,175369525
138042735,175511331
138042735,175550552
138042735,175665853
138042735,175701974
138042735,175741096
138042735,176359377
138042735,176592565
138042735,176831569
138042735,177781915
138042735,177842626
138042735,177885826
138042735,178034302
138042735,178037324
138042735,178109765
138042735,178116617
138042735,178263352
138042735,178358594
138042735,178766367
138042735,178862074
138042735,179384647
138042735,179432537
138042735,179478746
138042735,180104486
138042735,180394165
138042735,180617543
138042735,180884080
138042735,181339819
138042735,181510593
138042735,181557237
138042735,181664419
138042735,181691621
138042735,181713700
138042735,181745481
138042735,181782053
138042735,181968986
138042735,182122456
138042735,182192093
138042735,182513364
138042735,182673849
138042735,182683397
138042735,182953930
138042735,183296564
138042735,183670327
138042735,183832010
138042735,183865895
138042735,183895264
138042735,184092265
138042735,184327514
138042735,184548788
138042735,185271628
138042735,185457050
138042735,185514680
138042735,185669656
138042735,185769916
138042735,186019419
138042735,186043052
138042735,186050206
138042735,186488006
138042735,186621321
138042735,186830012
138042735,186977173
138042735,187287689
138042735,187329012
138042735,187481834
138042735,187775646
138042735,188348518
138042735,189490286
138042735,189657359
138042735,189795569
138042735,189891213
138042735,189899477
138042735,190405556
138042735,190726486
138042735,190728718
138042735,190810577
138042735,191224085
138042735,191427109
138042735,191490999
138042735,191502223
138042735,191670094
138042735,192172796
138042735,192749512
138042735,192800308
138042735,192976347
138042735,193020894
138042735,193094278
138042735,193187280
138042735,193369697
138042735,193739773
138042735,193759339
138042735,193789137
138042735,194085965
138042735,194282380
138042735,194296708
138042735,194452660
138042735,194656856
138042735,194843807
138042735,194883345
138042735,194894600
138042735,194953544
138042735,195576250
138042735,195612122
138042735,195724805
138042735,195770720
138042735,195789896
138042735,196760516
138042735,196917201
138042735,196949589
138042735,196975901
138042735,197158471
138042735,197268255
138042735,197269211
138042735,197626402
138042735,197749971
138042735,197941743
138042735,198041163
138042735,198524001
138042735,198527744
138042735,198817294
138042735,198979474
138042735,199312412
138042735,199337985
138042735,199844017
138042735,199931991
138042735,200095552
138042735,200208558
138042735,200420495
138042735,200712547
138042735,200807913
138042735,200967438
138042735,201106584
138042735,201591273
138042735,201901118
138042735,202180448
138042735,202290689
138042735,202373019
138042735,202420013
138042735,202875419
138042735,202987695
138042735,203092001
138042735,203129867
138042735,203429627
138042735,203609030
138042735,204181910
138042735,204546719
138042735,204597060
138042735,204684652
138042735,204790948
138042735,204806743
138042735,205365249
138042735,205515984
138042735,206456144
138042735,206571212
138042735,206611133
138042735,207086999
138042735,207226603
138042735,207351186
138042735,207717867
138042735,207773993
138042735,207968085
138042735,208061439
138042735,208300021
138042735,208341726
138042735,208369535
138042735,208668661
138042735,208739436
138042735,208931054
138042735,209348885
138042735,209616528
138042735,209866043
138042735,209922725
138042735,210004202
138042735,210208340
138042735,210396826
138042735,210483760
138042735,210610524
138042735,210865319
138042735,210898738
138042735,211020093
138042735,211330462
138042735,211508592
138042735,211659475
138042735,211701668
138042735,211759869
138042735,211991603
138042735,213342492
138042735,213503046
138042735,213609198
138042735,213722408
138042735,213946207
138042735,214000764
138042735,214143398
138042735,214176955
138042735,214181278
138042735,214458552
138042735,214658872
138042735,214811094
138042735,214850860
138042735,214976548
138042735,215258223
138042735,215551137
138042735,215885389
138042735,216154164
138042735,216338603
138042735,216733848
138042735,216948806
138042735,216973567
138042735,216992372
138042735,217030160
138042735,217198163
138042735,217486524
138042735,217669935
138042735,218305167
138042735,218340856
138042735,218388627
138042735,218491069
138042735,218540071
138042735,218954296
138042735,219172739
138042735,219188442
138042735,219907945
138042735,220098837
138042735,220583290
138042735,220631438
138042735,220795164
138042735,221062817
138042735,221129033
138042735,221224480
138042735,221336455
138042735,221678993
138042735,221688291
138042735,221898671
138042735,222433329
138042735,222464398
138042735,222512345
138042735,222833564
138042735,223123520
138042735,223206296
138042735,223249669
138042735,223402573
138042735,223578560
138042735,224015275
138042735,224070664
138042735,224334522
138042735,224360905
138042735,224902364
